date,Unit,Estimated NAV after Trading Team Carry,NAV per unit,PNL per unit,ETH haircut,fund,Date
2026-01-15,750000.0,753187.3060983361,1.0042497414644482,0.0,,DG,2026-01-15
2026-01-16,750000.0,756372.1033078741,1.0084961377438322,0.0,,DG,2026-01-16
2026-01-17,750000.0,753587.5827047804,1.0047834436063738,0.0,,DG,2026-01-17
2026-01-18,750000.0,751089.9666008324,1.0014532888011098,0.0,,DG,2026-01-18
2026-01-19,750000.0,746527.3826716784,0.9953698435622379,0.0,,DG,2026-01-19
2026-01-20,750000.0,750445.9605641947,1.000594614085593,0.0,,DG,2026-01-20
2026-01-21,750000.0,750336.3442927499,1.0004484590569998,0.0,,DG,2026-01-21
2026-01-22,750000.0,756371.4452949638,1.008495260393285,0.0,,DG,2026-01-22
2026-01-23,750000.0,754014.2716245875,1.0053523621661167,0.0,,DG,2026-01-23
2026-01-24,750000.0,749550.0053793375,0.9994000071724499,0.0,,DG,2026-01-24
2026-01-25,750000.0,745340.2539472915,0.9937870052630554,0.0,,DG,2026-01-25
2026-01-26,750000.0,757458.0627736453,1.0099440836981937,0.0,,DG,2026-01-26
2026-01-27,750000.0,760366.0103992219,1.0138213471989626,0.0,,DG,2026-01-27
2026-01-28,750000.0,755928.341877405,1.00790445583654,0.0,,DG,2026-01-28
2026-01-29,750000.0,758224.3006810071,1.0109657342413427,0.0,,DG,2026-01-29
